Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Status,Transaction_Type,Customer_ID,Customer_Name,Gender,DOB,Email,Phone,Customer_City,Card_ID,Card_Type,Issuer_Bank,Card_Tier,Expiry_Date,Merchant_ID,Merchant_Name,Merchant_Category,Merchant_Country,Location_ID,City,State,Country
T1387,2023-12-17,27102.83,FAIL,pos,C1387,Heather Maxwell,F,1958-04-09,heather.maxwell@outlook.com,7177024790,Mumbai,Card1387,Credit,Mora Ltd,Platinum,2027-08-06,M1387,"Vasquez, Smith and Vincent",Retail,india,L1387,Lucknow,Gujarat,India
T1388,2023-07-24,2831.78,FAIL,pos,C1388,Ethan Villanueva,F,2002-03-07,ethan.villanueva@rediffmail.com,8079973827,Bangalore,Card1388,Credit,"Melton, Henry and Joyce",Platinum,2029-07-29,M1388,"Ramirez, Walker and Ray",Travel,Inda,L1388,Ahmedabad,Uttar Pradesh,Inda
T1389,2023-08-03,57151.15,Success,atm,C1389,Joshua Shaw,F,1980-04-01,joshua.shaw@outlook.com,9492926297,Hyderabad,Card1389,Debit,Dalton-Parsons,Platinum,2029-01-26,M1389,Bray-Wolfe,Retail,India,L1389,Kolkata,Kerala,Inda
T1390,2024-06-13,31471.25,Success,pos,C1390,Daniel Carpenter,M,1965-12-14,daniel.carpenter@yahoo.com,6449482092,Kolkata,Card1390,Debit,Ward-Hensley,Gold,2025-07-18,M1390,Dunn and Sons,Grocery,India,L1390,Kochi,Karnataka,India
T1391,2024-01-17,71860.1,FAIL,POS,C1391,Jonathan Clark,F,1976-07-19,,9507072268,Mumbai,Card1391,Credit,"Goodwin, Diaz and Morales",Silver,2028-05-22,M1391,White-Anderson,Grocery,India,L1391,Hyderabad,Kerala,india
T1392,2024-09-11,4556.6,Failed,atm,C1392,Michelle Brock,M,1991-02-26,michelle.brock@gmail.com,8137346496,Mumbai,Card1392,Credit,"Reynolds, James and Thomas",Platinum,2027-06-02,M1392,"Hernandez, Shaffer and Thompson",Travel,India,L1392,Lucknow,Kerala,India
T1393,2024-07-14,52081.57,Fraudulent,ATM,C1393,Emily Tucker,M,1953-08-16,emily.tucker@gmail.com,7596751876,Kochi,Card1393,Debit,Hart-Bradley,Gold,2029-11-14,M1393,Garcia-Martin,Travel,India,L1393,Ahmedabad,Telangana,Inda
T1394,2023-12-06,12615.6,FAIL,POS,C1394,Mark Cole,F,1999-11-08,mark.cole@rediffmail.com,9335966445,Kochi,Card1394,Credit,Green-Ward,Gold,2027-08-21,M1394,"Frederick, Scott and Smith",Retail,India,L1394,Lucknow,Uttar Pradesh,Inda
T1395,2023-09-24,98994.36,Failed,atm,C1395,Marie Ryan,O,1968-05-13,marie.ryan@yahoo.com,9012597104,Lucknow,Card1395,Debit,Kelly-Nunez,Gold,2027-03-02,M1395,Hampton-Griffin,Grocery,Inda,L1395,Kolkata,Maharashtra,india
T1396,2023-08-21,72398.38,FAIL,atm,C1396,Tyler Oneill,M,1970-05-28,tyler.oneill@gmail.com,6099967477,Chennai,Card1396,Credit,"Morton, Rogers and Welch",Gold,2027-11-29,M1396,"Sullivan, Meadows and Miller",Electronics,india,L1396,Hyderabad,Gujarat,India
T1397,2024-03-14,81417.32,Failed,pos,C1397,Eddie Adams,O,1960-01-02,eddie.adams@gmail.com,9358584331,Kolkata,Card1397,Debit,"Foster, Barron and Norman",Gold,2028-02-20,M1397,Adkins-Meyer,Travel,india,L1397,Ahmedabad,Gujarat,India
T1398,2024-06-05,79919.3,Success,pos,C1398,Alexander Luna,M,1972-08-23,alexander.luna@outlook.com,6961287099,Hyderabad,Card1398,Credit,"King, Manning and Brady",Platinum,2026-11-23,M1398,Jackson Inc,Electronics,Inda,L1398,Chennai,Gujarat,india
T1399,2023-09-04,15757.05,Fraudulent,ATM,C1399,Allison Sanders,F,1948-10-24,allison.sanders@gmail.com,9401269872,Chandigarh,Card1399,Credit,Garcia PLC,Gold,2029-07-01,M1399,Miller Group,Retail,india,L1399,Mumbai,Punjab,india
